time,obj,instance_no,job_perm,order_perm,heuristic,proceesor_num,order_num,job_num
0.016161203384399414,172.9493949354877,1,slf,ml,fbs,3,3,20
0.0,198.26969740852928,1,slf,ml,bf,3,3,20
0.0040433406829833984,188.08713581830676,1,slf,ml,ls,3,3,20
0.015461921691894531,172.9493949354877,1,llf,ml,fbs,3,3,20
0.001230478286743164,207.1921872290088,1,llf,ml,bf,3,3,20
0.004001617431640625,172.23414387314818,1,llf,ml,ls,3,3,20
0.014031410217285156,203.16042643527257,1,slf,wml,fbs,3,3,20
0.0010001659393310547,209.788559887539,1,slf,wml,bf,3,3,20
0.003044605255126953,209.81474422374532,1,slf,wml,ls,3,3,20
0.015040159225463867,203.16042643527257,1,llf,wml,fbs,3,3,20
0.0,205.0156281192881,1,llf,wml,bf,3,3,20
0.004026651382446289,199.61131033081534,1,llf,wml,ls,3,3,20
0.014037370681762695,203.16042643527257,1,slf,wp,fbs,3,3,20
0.0010001659393310547,209.788559887539,1,slf,wp,bf,3,3,20
0.003000497817993164,209.81474422374532,1,slf,wp,ls,3,3,20
0.015064001083374023,203.16042643527257,1,llf,wp,fbs,3,3,20
0.0,205.0156281192881,1,llf,wp,bf,3,3,20
0.00400090217590332,199.61131033081534,1,llf,wp,ls,3,3,20
0.02026677131652832,110.60788241557975,1,slf,ml,fbs,4,3,20
0.08441281318664551,114.95361286103667,1,slf,ml,bf,4,3,20
0.006001710891723633,110.23308661072618,1,slf,ml,ls,4,3,20
0.020127296447753906,110.60788241557975,1,llf,ml,fbs,4,3,20
0.11621475219726562,109.8582908058726,1,llf,ml,bf,4,3,20
0.0050013065338134766,106.92745099727895,1,llf,ml,ls,4,3,20
0.016124725341796875,152.58401378953246,1,slf,wml,fbs,4,3,20
0.14984416961669922,120.45726262568647,1,slf,wml,bf,4,3,20
0.005054950714111328,130.7489652708817,1,slf,wml,ls,4,3,20
0.016045570373535156,152.58401378953246,1,llf,wml,fbs,4,3,20
0.0886530876159668,127.71706692742097,1,llf,wml,bf,4,3,20
0.006051063537597656,123.76289823913368,1,llf,wml,ls,4,3,20
0.015058279037475586,149.1756409978832,1,slf,wp,fbs,4,3,20
0.1305100917816162,121.15199998745737,1,slf,wp,bf,4,3,20
0.005047321319580078,126.62211784747504,1,slf,wp,ls,4,3,20
0.015052318572998047,149.1756409978832,1,llf,wp,fbs,4,3,20
0.05628538131713867,128.1380670192054,1,llf,wp,bf,4,3,20
0.005001544952392578,124.41794915918774,1,llf,wp,ls,4,3,20
0.016034603118896484,122.10456542346773,1,slf,ml,fbs,5,3,20
0.14897680282592773,97.18799248750146,1,slf,ml,bf,5,3,20
0.007056474685668945,106.43663926617913,1,slf,ml,ls,5,3,20
0.016057252883911133,122.10456542346773,1,llf,ml,fbs,5,3,20
0.08756709098815918,106.34408786106937,1,llf,ml,bf,5,3,20
0.00805807113647461,104.67702815677407,1,llf,ml,ls,5,3,20
0.015126466751098633,165.28750687935909,1,slf,wml,fbs,5,3,20
0.07208824157714844,135.94834513524998,1,slf,wml,bf,5,3,20
0.006001710891723633,133.2199387952216,1,slf,wml,ls,5,3,20
0.015105962753295898,165.28750687935909,1,llf,wml,fbs,5,3,20
0.09963393211364746,132.07108308989723,1,llf,wml,bf,5,3,20
0.007064104080200195,127.76208555373509,1,llf,wml,ls,5,3,20
0.015066385269165039,122.10456542346773,1,slf,wp,fbs,5,3,20
0.14495611190795898,97.18799248750146,1,slf,wp,bf,5,3,20
0.007002115249633789,106.43663926617913,1,slf,wp,ls,5,3,20
0.016097307205200195,122.10456542346773,1,llf,wp,fbs,5,3,20
0.08553433418273926,106.34408786106937,1,llf,wp,bf,5,3,20
0.007064104080200195,104.67702815677407,1,llf,wp,ls,5,3,20
0.017054319381713867,124.83903182715223,1,slf,ml,fbs,3,5,20
0.0,158.11125371642882,1,slf,ml,bf,3,5,20
0.0040302276611328125,134.44384609310814,1,slf,ml,ls,3,5,20
0.017076492309570312,124.83903182715223,1,llf,ml,fbs,3,5,20
0.0,154.13219943790654,1,llf,ml,bf,3,5,20
0.004001140594482422,131.20590781544976,1,llf,ml,ls,3,5,20
0.01510477066040039,232.24189012186838,1,slf,wml,fbs,3,5,20
0.0,250.22437661579073,1,slf,wml,bf,3,5,20
0.003000974655151367,229.50788658140297,1,slf,wml,ls,3,5,20
0.01603984832763672,232.24189012186838,1,llf,wml,fbs,3,5,20
0.0,242.89720462679932,1,llf,wml,bf,3,5,20
0.0040435791015625,232.85952967699347,1,llf,wml,ls,3,5,20
0.015049457550048828,135.47692882875606,1,slf,wp,fbs,3,5,20
0.0,157.1319073152112,1,slf,wp,bf,3,5,20
0.0030503273010253906,141.58885555511048,1,slf,wp,ls,3,5,20
0.015063047409057617,135.47692882875606,1,llf,wp,fbs,3,5,20
0.0010001659393310547,153.5409020651406,1,llf,wp,bf,3,5,20
0.0040509700775146484,136.77984322410907,1,llf,wp,ls,3,5,20
0.018224477767944336,206.09878676571643,1,slf,ml,fbs,4,5,20
0.059239864349365234,186.71315873568724,1,slf,ml,bf,4,5,20
0.006038188934326172,174.94072027471884,1,slf,ml,ls,4,5,20
0.018090009689331055,206.09878676571643,1,llf,ml,fbs,4,5,20
0.12043881416320801,165.90177860293448,1,llf,ml,bf,4,5,20
0.0070018768310546875,167.1171359791984,1,llf,ml,ls,4,5,20
0.018068552017211914,224.81230751125727,1,slf,wml,fbs,4,5,20
0.059629201889038086,186.9094941626965,1,slf,wml,bf,4,5,20
0.005049943923950195,187.6823093171701,1,slf,wml,ls,4,5,20
0.0180816650390625,224.81230751125727,1,llf,wml,fbs,4,5,20
0.0752253532409668,179.43372836861286,1,llf,wml,bf,4,5,20
0.006042957305908203,171.78306669914028,1,llf,wml,ls,4,5,20
0.019105911254882812,198.76752662221372,1,slf,wp,fbs,4,5,20
0.09052395820617676,165.80920642585795,1,slf,wp,bf,4,5,20
0.0060575008392333984,164.86888922512696,1,slf,wp,ls,4,5,20
0.01917576789855957,198.76752662221372,1,llf,wp,fbs,4,5,20
0.1055305004119873,163.32852655795534,1,llf,wp,bf,4,5,20
0.006001472473144531,165.6592499483541,1,llf,wp,ls,4,5,20
0.017200469970703125,194.77683194383943,1,slf,ml,fbs,5,5,20
0.057764530181884766,167.8917158003098,1,slf,ml,bf,5,5,20
0.008053779602050781,156.0611019311706,1,slf,ml,ls,5,5,20
0.018100738525390625,194.77683194383943,1,llf,ml,fbs,5,5,20
0.14604592323303223,146.67413255030328,1,llf,ml,bf,5,5,20
0.008066892623901367,149.9898468487625,1,llf,ml,ls,5,5,20
0.02319192886352539,199.02614216342076,1,slf,wml,fbs,5,5,20
0.05734443664550781,198.7490976607945,1,slf,wml,bf,5,5,20
0.008055686950683594,190.14941084741744,1,slf,wml,ls,5,5,20
0.024217605590820312,199.02614216342076,1,llf,wml,fbs,5,5,20
0.10197782516479492,203.32469465334214,1,llf,wml,bf,5,5,20
0.008085250854492188,180.35754011689204,1,llf,wml,ls,5,5,20
0.02313995361328125,146.37823261122068,1,slf,wp,fbs,5,5,20
0.06899023056030273,161.5245607788191,1,slf,wp,bf,5,5,20
0.008252382278442383,148.8136592882085,1,slf,wp,ls,5,5,20
0.022106170654296875,146.37823261122068,1,llf,wp,fbs,5,5,20
0.08350896835327148,141.32252782614552,1,llf,wp,bf,5,5,20
0.008079051971435547,140.68093662367986,1,llf,wp,ls,5,5,20
0.018079042434692383,225.95301950740003,1,slf,ml,fbs,3,7,20
0.0009975433349609375,321.80710281421057,1,slf,ml,bf,3,7,20
0.00402379035949707,227.9890526853608,1,slf,ml,ls,3,7,20
0.01807570457458496,225.95301950740003,1,llf,ml,fbs,3,7,20
0.0010004043579101562,352.1582028828237,1,llf,ml,bf,3,7,20
0.00400090217590332,221.3230796874796,1,llf,ml,ls,3,7,20
0.017104387283325195,383.8778018355809,1,slf,wml,fbs,3,7,20
0.0,412.1585945840372,1,slf,wml,bf,3,7,20
0.004057168960571289,391.09739633136445,1,slf,wml,ls,3,7,20
0.0181124210357666,383.8778018355809,1,llf,wml,fbs,3,7,20
0.0,413.79275636243005,1,llf,wml,bf,3,7,20
0.00399327278137207,396.60212441398073,1,llf,wml,ls,3,7,20
0.017624855041503906,240.54829559983116,1,slf,wp,fbs,3,7,20
0.0010004043579101562,293.73384100291133,1,slf,wp,bf,3,7,20
0.00400090217590332,245.13373007256055,1,slf,wp,ls,3,7,20
0.018329620361328125,240.54829559983116,1,llf,wp,fbs,3,7,20
0.0,354.70849479580306,1,llf,wp,bf,3,7,20
0.004001140594482422,236.52011560118333,1,llf,wp,ls,3,7,20
0.0210113525390625,262.4161981446401,1,slf,ml,fbs,4,7,20
0.09535956382751465,219.86854540642867,1,slf,ml,bf,4,7,20
0.006001710891723633,218.19156175940114,1,slf,ml,ls,4,7,20
0.020086288452148438,262.4161981446401,1,llf,ml,fbs,4,7,20
0.12648510932922363,214.27206713751872,1,llf,ml,bf,4,7,20
0.006001710891723633,209.520986907413,1,llf,ml,ls,4,7,20
0.025122404098510742,291.4252456225494,1,slf,wml,fbs,4,7,20
0.08034276962280273,282.4932760401477,1,slf,wml,bf,4,7,20
0.0060460567474365234,280.8967430385723,1,slf,wml,ls,4,7,20
0.025074243545532227,291.4252456225494,1,llf,wml,fbs,4,7,20
0.15766119956970215,275.31288965348324,1,llf,wml,bf,4,7,20
0.006001472473144531,281.5644498087505,1,llf,wml,ls,4,7,20
0.025117158889770508,222.96932845748108,1,slf,wp,fbs,4,7,20
0.06332778930664062,243.88521105778415,1,slf,wp,bf,4,7,20
0.006036043167114258,221.05085415408146,1,slf,wp,ls,4,7,20
0.025080442428588867,222.96932845748108,1,llf,wp,fbs,4,7,20
0.15517711639404297,213.18670288825845,1,llf,wp,bf,4,7,20
0.006038188934326172,216.8028169053867,1,llf,wp,ls,4,7,20
0.028100013732910156,211.8857231979091,1,slf,ml,fbs,5,7,20
0.07902097702026367,217.23224150895763,1,slf,ml,bf,5,7,20
0.007551431655883789,193.98867965283196,1,slf,ml,ls,5,7,20
0.028024911880493164,211.8857231979091,1,llf,ml,fbs,5,7,20
