time,heuristic_obj,meta_obj,instance_no,job_perm,order_perm,heuristic,proceesor_num,order_num,job_num,exceeded
2.265026807785034,167.7500596279653,161.0874371086049,20,slf,ml,fbs,3,3,20,False
6.333808898925781,110.10840213150792,107.01212297833894,4,llf,wml,bf,4,3,20,False
32.87533903121948,129.93625074316958,126.57359061793687,23,llf,ml,ls,5,3,20,False
4.018845558166504,189.4204307364047,188.13463893866754,11,slf,wml,fbs,3,5,20,False
22.07386589050293,129.65929172075937,126.67576614272045,13,slf,wml,bf,4,5,20,False
39.45722556114197,143.980976833502,143.980976833502,20,llf,wml,ls,5,5,20,False
8.30588436126709,193.78165785341517,188.21064655636152,21,slf,wml,fbs,3,7,20,False
31.24019765853882,150.79064826963975,149.04064826963975,30,llf,wml,ls,4,7,20,False
98.49232316017151,166.7918021195161,165.87878867262532,17,llf,wml,ls,5,7,20,False
18.239610195159912,253.91036283745115,241.2386251111716,17,slf,wml,ls,3,9,20,False
53.96915364265442,182.48330583730558,181.03367954327473,4,llf,wml,ls,4,9,20,False
139.1778495311737,167.1300271836708,167.1300271836708,11,llf,wml,ls,5,9,20,False
9.99629282951355,265.18638813690364,260.64126853109406,6,slf,wml,fbs,3,3,30,False
44.904672384262085,202.1835362005682,191.69136375268425,17,llf,ml,ls,4,3,30,False
90.85133814811707,165.5477698561085,156.58165193284228,18,slf,wml,bf,5,3,30,False
24.99891209602356,254.34579120706334,243.13951353843927,11,slf,wml,fbs,3,5,30,False
83.84295439720154,269.8411793501501,254.4216821025026,11,slf,wml,ls,4,5,30,False
185.1905882358551,200.283763998272,198.21845415233892,2,llf,wml,bf,5,5,30,False
41.34486675262451,414.78904999560814,396.96592079764673,4,llf,wml,ls,3,7,30,False
242.792085647583,252.54212393552683,237.65093148991434,16,llf,ml,ls,4,7,30,False
367.30705881118774,166.6194784688028,159.49493429081963,30,llf,ml,ls,5,7,30,False
60.14829158782959,474.0416788369373,458.4497175966727,4,llf,wml,ls,3,9,30,False
264.4582962989807,308.78386793194534,291.80146036187125,10,llf,wml,ls,4,9,30,False
766.864830493927,246.7772474543682,239.09224966918285,14,llf,ml,ls,5,9,30,False
33.73345994949341,364.73097998164985,348.53835915170885,26,slf,ml,bf,3,3,40,False
123.47657918930054,254.48916782453801,240.77119726100847,1,llf,wml,ls,4,3,40,False
379.3912785053253,268.4570407969919,249.0938199349043,16,llf,ml,ls,5,3,40,False
68.98467898368835,389.6112946924473,372.65871711452144,3,slf,wml,fbs,3,5,40,False
306.6756925582886,321.6540682891095,301.9569128009125,20,llf,wml,ls,4,5,40,False
726.9103343486786,312.34582019547184,291.00335954907996,8,llf,wml,ls,5,5,40,False
140.30112147331238,523.8253015584647,500.06881206891876,24,llf,wml,ls,3,7,40,False
402.055006980896,338.03061551273527,322.5598463786254,15,slf,wml,fbs,4,7,40,False
1143.4380254745483,236.94717864787236,225.4741491605479,23,llf,wml,ls,5,7,40,False
255.54214763641357,572.594571852275,554.6195631429403,8,llf,ml,ls,3,9,40,False
706.9657862186432,429.9819305218674,409.89517423075466,7,slf,wml,fbs,4,9,40,False
1200.000921010971,361.9323599200021,331.15161515671434,25,llf,wml,ls,5,9,40,True
61.45632791519165,407.478403559041,399.1651464604341,30,slf,wml,fbs,3,3,50,False
435.7427098751068,370.5322447651405,347.60088536607475,18,llf,ml,ls,4,3,50,False
1100.8513686656952,314.75492646102566,288.6391679235503,11,llf,wml,ls,5,3,50,False
167.89491868019104,544.6432350780415,528.2147219332438,17,llf,ml,ls,3,5,50,False
838.7938196659088,439.45791022969604,413.02037066614355,30,llf,wml,ls,4,5,50,False
1200.0001857280731,398.3771520973227,374.4897690581827,22,llf,wml,ls,5,5,50,True
272.9271023273468,619.6572547165471,593.5319290707271,28,slf,wp,fbs,3,7,50,False
1084.9443535804749,497.59137417000136,479.387869373125,6,llf,wml,ls,4,7,50,False
1200.0001156330109,390.99566769651824,355.03368044758514,25,llf,wml,ls,5,7,50,True
373.66939091682434,629.4495064417711,606.5148414767904,6,slf,wml,fbs,3,9,50,False
1200.0006964206696,596.8458918576589,577.9438287738521,20,llf,ml,ls,4,9,50,True
1200.0003838539124,419.11380503359766,398.52815478568414,28,llf,wml,ls,5,9,50,True
