time,heuristic_obj,vns_obj,instance_no,job_perm,order_perm,heuristic,proceesor_num,order_num,job_num,exceeded
0.5645673274993896,80.61173099345021,80.61173099345021,1,llf,ml,ls,3,3,20,False
1.6684918403625488,144.55452679769732,138.27175945362455,2,llf,ml,bf,3,3,20,False
0.5726258754730225,114.70843616524002,114.70843616524002,3,slf,wp,fbs,3,3,20,False
0.5653698444366455,99.9924148867591,99.9924148867591,4,llf,ml,ls,3,3,20,False
0.5617282390594482,114.92759475897253,114.92759475897253,5,llf,ml,ls,3,3,20,False
1.145883560180664,134.15288811123133,127.53340119047908,6,llf,ml,ls,3,3,20,False
0.5751798152923584,115.04182495564476,115.04182495564476,7,llf,ml,ls,3,3,20,False
0.5718393325805664,99.77905533141139,99.77905533141139,8,llf,ml,ls,3,3,20,False
1.1089696884155273,119.0156264371493,116.94284862206018,9,slf,ml,bf,3,3,20,False
0.5781643390655518,121.87313851857755,121.87313851857755,10,llf,ml,ls,3,3,20,False
4.193027019500732,122.29721694403952,119.3338319113596,1,llf,ml,ls,4,3,20,False
2.0948851108551025,113.32487118424514,113.32487118424514,2,llf,ml,ls,4,3,20,False
4.142518043518066,120.23004389747706,119.86674021822947,3,llf,wp,ls,4,3,20,False
2.140850782394409,98.42765990913617,98.42765990913617,4,llf,ml,ls,4,3,20,False
4.0889482498168945,100.24140745782637,93.94292301284794,5,llf,wp,ls,4,3,20,False
2.1165246963500977,114.70074845619008,114.70074845619008,6,llf,ml,ls,4,3,20,False
2.097280502319336,104.68760116472293,104.68760116472293,7,llf,ml,ls,4,3,20,False
2.092334270477295,129.16837441358166,129.16837441358166,8,slf,wp,fbs,4,3,20,False
2.1262052059173584,101.07697224239116,101.07697224239116,9,llf,ml,ls,4,3,20,False
4.1562440395355225,118.14521671672965,116.70158688273935,10,llf,wp,ls,4,3,20,False
0.5672762393951416,103.7656989332253,103.7656989332253,1,slf,ml,bf,5,3,20,False
5.656383752822876,124.87047951170345,124.87047951170345,2,llf,ml,ls,5,3,20,False
10.951043367385864,116.04544239236537,114.95170865538702,3,llf,ml,ls,5,3,20,False
10.957526206970215,128.19069723024984,121.52004999782696,4,llf,ml,ls,5,3,20,False
11.010430335998535,108.84906201744373,107.97852848687921,5,llf,wp,ls,5,3,20,False
5.7682318687438965,117.7925721692306,117.7925721692306,6,llf,ml,ls,5,3,20,False
5.639613628387451,123.45508195886593,123.45508195886593,7,llf,ml,ls,5,3,20,False
0.5908350944519043,95.8908301362469,95.8908301362469,8,llf,wp,bf,5,3,20,False
11.326762437820435,116.64669150377588,114.47463126186258,9,llf,wp,ls,5,3,20,False
11.101506471633911,134.5794578748438,132.57520890066297,10,llf,ml,ls,5,3,20,False
1.9649415016174316,140.75685315883874,139.62666525392575,1,llf,ml,bf,3,5,20,False
3.9729177951812744,146.42765318311962,137.10372678203524,2,llf,ml,ls,3,5,20,False
3.2340831756591797,137.52447523886258,136.43371013879587,3,llf,ml,bf,3,5,20,False
1.9530837535858154,190.93198375522036,190.93198375522036,4,llf,wp,bf,3,5,20,False
1.9927029609680176,161.45871916487891,161.45871916487891,5,slf,ml,bf,3,5,20,False
1.9417614936828613,137.99775035124532,137.99775035124532,6,slf,ml,bf,3,5,20,False
2.6914494037628174,195.68037822609196,187.94567563712573,7,slf,ml,ls,3,5,20,False
1.9789347648620605,130.15855414490048,126.25765656341927,8,slf,ml,fbs,3,5,20,False
1.9339244365692139,158.26841939962927,158.26841939962927,9,llf,ml,ls,3,5,20,False
1.9320738315582275,164.05425911976496,164.05425911976496,10,llf,ml,ls,3,5,20,False
12.271607637405396,135.13028876666885,132.7633343499904,1,llf,ml,ls,4,5,20,False
7.290955543518066,165.06108714474337,165.06108714474337,2,llf,ml,ls,4,5,20,False
7.378059387207031,129.308482682627,129.26215755284642,3,llf,ml,ls,4,5,20,False
12.061632871627808,120.30257236584092,117.67143257167783,4,llf,ml,ls,4,5,20,False
7.438290119171143,135.11663867963176,135.11663867963176,5,llf,ml,ls,4,5,20,False
7.307941436767578,149.96532774845446,148.23034766906346,6,llf,ml,ls,4,5,20,False
26.856315851211548,134.08524385572053,120.85558381480021,7,llf,ml,ls,4,5,20,False
14.605398416519165,149.85468670944715,146.41327102302836,8,llf,ml,ls,4,5,20,False
9.723154306411743,144.41530386787088,139.0595187346339,9,llf,wp,ls,4,5,20,False
12.538309574127197,151.50430415855305,150.76392325235815,10,llf,ml,ls,4,5,20,False
58.47899532318115,119.40525711533256,109.72211320061007,1,llf,wp,ls,5,5,20,False
38.79261612892151,135.2798819555654,132.14777170556852,2,llf,ml,ls,5,5,20,False
32.027225494384766,140.0345953412522,135.72731797821166,3,llf,ml,ls,5,5,20,False
44.97395420074463,157.09615863529564,148.4548233119456,4,slf,wp,ls,5,5,20,False
19.406310319900513,145.99071432703983,145.99071432703983,5,llf,ml,ls,5,5,20,False
38.749393701553345,129.9072760243497,124.1401122687938,6,llf,ml,ls,5,5,20,False
19.36650800704956,134.38672852909065,131.38812875599876,7,llf,ml,ls,5,5,20,False
26.219053983688354,154.35247050436007,147.24909835675453,8,llf,wp,ls,5,5,20,False
39.224908113479614,167.04091820075988,162.86488940050168,9,llf,ml,ls,5,5,20,False
25.80926275253296,166.75859789371756,161.30531641516188,10,llf,ml,ls,5,5,20,False
7.32082986831665,243.60782092796467,241.5126400654411,1,slf,wp,bf,3,7,20,False
12.62340235710144,175.10927314094914,166.81077726224177,2,llf,ml,ls,3,7,20,False
6.607383966445923,215.51558610173683,212.65371341331664,3,llf,ml,bf,3,7,20,False
5.144988059997559,235.98790938354756,235.2518886426111,4,llf,ml,ls,3,7,20,False
5.862922191619873,137.81217117905467,135.30631635275395,5,llf,ml,bf,3,7,20,False
8.985634565353394,242.55376986346437,224.3173182743722,6,llf,ml,bf,3,7,20,False
3.70878005027771,220.53487624046386,220.53487624046386,7,llf,ml,bf,3,7,20,False
5.967232704162598,227.92241180829862,225.76859865098552,8,llf,ml,ls,3,7,20,False
12.957989692687988,180.25077657805264,170.85929907751546,9,llf,ml,bf,3,7,20,False
