time,obj,instance_no,job_perm,order_perm,heuristic,proceesor_num,order_num,job_num
0.010042905807495117,107.0387449465597,1,slf,ml,fbs,3,3,20
0.06427884101867676,81.19790931991506,1,slf,ml,bf,3,3,20
0.003000974655151367,87.18289998563513,1,slf,ml,ls,3,3,20
0.009044647216796875,107.0387449465597,1,llf,ml,fbs,3,3,20
0.03817605972290039,81.19790931991506,1,llf,ml,bf,3,3,20
0.0030601024627685547,80.61173099345021,1,llf,ml,ls,3,3,20
0.008997440338134766,221.02184213397783,1,slf,wml,fbs,3,3,20
0.07255673408508301,151.6240531690631,1,slf,wml,bf,3,3,20
0.00400090217590332,154.2099541981402,1,slf,wml,ls,3,3,20
0.008062124252319336,221.02184213397783,1,llf,wml,fbs,3,3,20
0.06629300117492676,150.4516965161334,1,llf,wml,bf,3,3,20
0.003042936325073242,148.0528841768782,1,llf,wml,ls,3,3,20
0.009058952331542969,107.0387449465597,1,slf,wp,fbs,3,3,20
0.06477999687194824,81.19790931991506,1,slf,wp,bf,3,3,20
0.0030562877655029297,87.18289998563513,1,slf,wp,ls,3,3,20
0.008997678756713867,107.0387449465597,1,llf,wp,fbs,3,3,20
0.0368800163269043,81.19790931991506,1,llf,wp,bf,3,3,20
0.003000020980834961,80.61173099345021,1,llf,wp,ls,3,3,20
0.011051416397094727,164.5769323305164,2,slf,ml,fbs,3,3,20
0.07335925102233887,147.4750373705302,2,slf,ml,bf,3,3,20
0.004057407379150391,151.440490953392,2,slf,ml,ls,3,3,20
0.010071277618408203,164.5769323305164,2,llf,ml,fbs,3,3,20
0.061382293701171875,144.55452679769732,2,llf,ml,bf,3,3,20
0.0030002593994140625,144.5868169203403,2,llf,ml,ls,3,3,20
0.012134075164794922,176.19858502451913,2,slf,wml,fbs,3,3,20
0.050310373306274414,179.59313191840204,2,slf,wml,bf,3,3,20
0.0029964447021484375,180.19632873002388,2,slf,wml,ls,3,3,20
0.01204371452331543,176.19858502451913,2,llf,wml,fbs,3,3,20
0.05125713348388672,170.42214412413932,2,llf,wml,bf,3,3,20
0.0030536651611328125,164.71028346904546,2,llf,wml,ls,3,3,20
0.012037515640258789,176.19858502451913,2,slf,wp,fbs,3,3,20
0.05028653144836426,179.59313191840204,2,slf,wp,bf,3,3,20
0.003000020980834961,180.19632873002388,2,slf,wp,ls,3,3,20
0.012158393859863281,176.19858502451913,2,llf,wp,fbs,3,3,20
0.05128908157348633,170.42214412413932,2,llf,wp,bf,3,3,20
0.0030460357666015625,164.71028346904546,2,llf,wp,ls,3,3,20
0.01305246353149414,119.53072279247135,3,slf,ml,fbs,3,3,20
0.05128192901611328,125.22548040628081,3,slf,ml,bf,3,3,20
0.0030007362365722656,123.72465608351563,3,slf,ml,ls,3,3,20
0.013207435607910156,119.53072279247135,3,llf,ml,fbs,3,3,20
0.044245004653930664,119.85134867267243,3,llf,ml,bf,3,3,20
