time,obj,instance_no,job_perm,order_perm,heuristic,proceesor_num,order_num,job_num
0.016092538833618164,172.9493949354877,1,slf,ml,fbs,3,3,20
0.0009944438934326172,198.26969740852928,1,slf,ml,bf,3,3,20
0.003991842269897461,188.08713581830676,1,slf,ml,ls,3,3,20
0.014879226684570312,172.9493949354877,1,llf,ml,fbs,3,3,20
0.0010313987731933594,207.1921872290088,1,llf,ml,bf,3,3,20
0.003364086151123047,172.23414387314818,1,llf,ml,ls,3,3,20
0.015458822250366211,172.9493949354877,1,slf,wml,fbs,3,3,20
0.0010311603546142578,198.26969740852928,1,slf,wml,bf,3,3,20
0.002991914749145508,188.08713581830676,1,slf,wml,ls,3,3,20
0.015962600708007812,172.9493949354877,1,llf,wml,fbs,3,3,20
0.0,207.1921872290088,1,llf,wml,bf,3,3,20
0.004041194915771484,172.23414387314818,1,llf,wml,ls,3,3,20
0.014348268508911133,203.16042643527257,1,slf,wp,fbs,3,3,20
0.0010190010070800781,209.788559887539,1,slf,wp,bf,3,3,20
0.003475666046142578,209.81474422374532,1,slf,wp,ls,3,3,20
0.014074087142944336,203.16042643527257,1,llf,wp,fbs,3,3,20
0.0,205.0156281192881,1,llf,wp,bf,3,3,20
0.0030145645141601562,199.61131033081534,1,llf,wp,ls,3,3,20
0.014954566955566406,127.08694303315723,2,slf,ml,fbs,3,3,20
0.0,147.36430431980767,2,slf,ml,bf,3,3,20
0.0030248165130615234,126.57099386142686,2,slf,ml,ls,3,3,20
0.014068365097045898,127.08694303315723,2,llf,ml,fbs,3,3,20
0.0,142.51160255668032,2,llf,ml,bf,3,3,20
0.003846406936645508,124.88277434486994,2,llf,ml,ls,3,3,20
0.01421213150024414,127.08694303315723,2,slf,wml,fbs,3,3,20
0.0,147.36430431980767,2,slf,wml,bf,3,3,20
0.0037794113159179688,126.57099386142686,2,slf,wml,ls,3,3,20
0.015163660049438477,127.08694303315723,2,llf,wml,fbs,3,3,20
0.0,142.51160255668032,2,llf,wml,bf,3,3,20
0.00402069091796875,124.88277434486994,2,llf,wml,ls,3,3,20
0.014925479888916016,128.96862965844295,2,slf,wp,fbs,3,3,20
0.0,143.6584569881854,2,slf,wp,bf,3,3,20
0.004002094268798828,132.73457883017332,2,slf,wp,ls,3,3,20
0.01496744155883789,128.96862965844295,2,llf,wp,fbs,3,3,20
0.0,141.35322976503102,2,llf,wp,bf,3,3,20
0.004029989242553711,130.53041014188602,2,llf,wp,ls,3,3,20
0.015045404434204102,140.8613004923972,3,slf,ml,fbs,3,3,20
0.0,163.15245137266209,3,slf,ml,bf,3,3,20
0.004031181335449219,154.0691537338837,3,slf,ml,ls,3,3,20
0.014035224914550781,140.8613004923972,3,llf,ml,fbs,3,3,20
0.0,166.35895139282624,3,llf,ml,bf,3,3,20
0.004128694534301758,141.7468427674232,3,llf,ml,ls,3,3,20
0.013051748275756836,140.8613004923972,3,slf,wml,fbs,3,3,20
0.0009975433349609375,163.15245137266209,3,slf,wml,bf,3,3,20
0.0032274723052978516,154.0691537338837,3,slf,wml,ls,3,3,20
0.013977766036987305,140.8613004923972,3,llf,wml,fbs,3,3,20
0.0010113716125488281,166.35895139282624,3,llf,wml,bf,3,3,20
0.0034551620483398438,141.7468427674232,3,llf,wml,ls,3,3,20
0.014075517654418945,156.6905116150126,3,slf,wp,fbs,3,3,20
0.000997781753540039,163.3983648564991,3,slf,wp,bf,3,3,20
0.002996206283569336,166.17903817436564,3,slf,wp,ls,3,3,20
0.015074014663696289,156.6905116150126,3,llf,wp,fbs,3,3,20
0.0,167.17903817436564,3,llf,wp,bf,3,3,20
0.004001140594482422,156.7953582305815,3,llf,wp,ls,3,3,20
0.015032768249511719,187.98376205070633,4,slf,ml,fbs,3,3,20
0.0,208.39876359431244,4,slf,ml,bf,3,3,20
0.004037618637084961,191.97062305372737,4,slf,ml,ls,3,3,20
0.014134883880615234,187.98376205070633,4,llf,ml,fbs,3,3,20
0.0,216.18027329552342,4,llf,ml,bf,3,3,20
0.004026889801025391,184.92148417892892,4,llf,ml,ls,3,3,20
0.014037609100341797,187.98376205070633,4,slf,wml,fbs,3,3,20
0.0,208.39876359431244,4,slf,wml,bf,3,3,20
0.0040895938873291016,191.97062305372737,4,slf,wml,ls,3,3,20
0.014589786529541016,187.98376205070633,4,llf,wml,fbs,3,3,20
0.0,216.18027329552342,4,llf,wml,bf,3,3,20
0.0039920806884765625,184.92148417892892,4,llf,wml,ls,3,3,20
0.01505732536315918,200.168378607199,4,slf,wp,fbs,3,3,20
